gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,2,Blue,Jungle,Tussle,Rampage,Sejuani,Kassadin,Shen,Jayce,Rumble,Corki,25.5333333333,0,0,3,0,1,12,0,0,0,0,0,0,0,3.0331,0,0.1174934726,0.5091383812,0,15.6788833333,0,2,0,2,0,0,0,0,0,0,0,,0,9.81965,0,0,0,9,0,21.5130833333,0,1,3680,144.1253263708,0.2058510936,0.1693960974,16,0.6266318538,0.2191780822,14,0.5483028721,5,5, , ,6820,134.7070496084,6375,-0.1386861314,21,100,66,0,4.7389033943,2809,3353,-544,4231,5208,-977,3044,3636,-592
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,3,Blue,Middle,Ramune,Rampage,Orianna,Kassadin,Shen,Jayce,Rumble,Corki,25.5333333333,0,0,2,0,1,12,0,0,0,0,0,0,1,3.0331,0,0.1174934726,0.5091383812,0,15.6788833333,0,2,0,0,0,0,0,0,0,0,0,,0,9.81965,0,0,0,9,0,21.5130833333,0,1,4512,176.7101827676,0.2523913408,0.2210100174,11,0.4308093995,0.1506849315,2,0.0783289817,3,3, , ,7868,175.7514360313,7875,-0.1616574263,206,1,1,0,8.1070496084,2919,3893,-974,4623,6099,-1476,4180,5035,-855
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,4,Blue,ADC,YutoriMoyasi,Rampage,Tristana,Kassadin,Shen,Jayce,Rumble,Corki,25.5333333333,0,1,2,0,1,12,0,0,0,0,0,0,0,3.0331,0.0391644909,0.1958224543,0.5091383812,0,15.6788833333,0,2,0,0,0,0,0,0,0,0,0,,0,9.81965,0,0,0,9,0,21.5130833333,0,1,4570,178.9817232376,0.2556357331,0.2299735035,11,0.4308093995,0.1506849315,5,0.1958224543,3,3, , ,8050,182.8793733681,7875,-0.4982121573,200,0,0,0,7.8328981723,2826,4315,-1489,4486,6461,-1975,2762,3562,-800
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,5,Blue,Support,Dara,Rampage,Soraka,Kassadin,Shen,Jayce,Rumble,Corki,25.5333333333,0,0,3,1,1,12,0,0,0,0,0,0,0,3.0331,0,0.0391644909,0.5091383812,0,15.6788833333,0,2,0,0,0,0,0,0,0,0,0,,0,9.81965,0,0,0,9,0,21.5130833333,0,1,1320,51.6971279373,0.0738378923,0.1572806162,24,0.9399477807,0.3287671233,3,0.1174934726,7,8, , ,6574,125.0725848564,6170,0.0196399345,8,0,0,0,0.3133159269,2229,2913,-684,3528,4322,-794,2527,3234,-707
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,6,Red,Top,Riris,Hong Kong Attitude,Galio,Taliyah,Kalista,Cho'gath,Braum,Janna,25.5333333333,1,0,0,4,12,1,0,0,0,0,0,0,0,3.0331,0,0,0.5091383812,0,15.6788833333,2,0,0,0,0,0,0,0,0,0,1,,1,9.81965,1,1,9,0,1,21.5130833333,1,0,8227,322.2062663185,0.197318559,0.1829146337,15,0.5874673629,0.1764705882,1,0.0391644909,4,4, , ,10031,260.464229765,8820,0.1717451524,247,2,1,1,9.7519582245,3254,3180,74,5230,4946,284,4607,4522,85
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,7,Red,Jungle,Godkwai,Hong Kong Attitude,Jarvan IV,Taliyah,Kalista,Cho'gath,Braum,Janna,25.5333333333,1,3,0,8,12,1,1,0,0,0,0,1,0,3.0331,0.1174934726,0,0.5091383812,1,15.6788833333,2,0,2,0,0,0,0,2,0,0,1,,1,9.81965,1,1,9,0,1,21.5130833333,1,0,6190,242.4281984334,0.1484626085,0.1746634909,25,0.9791122715,0.2941176471,9,0.3524804178,5,5, , ,9731,248.7148825065,7325,0.1386861314,22,75,51,10,3.7989556136,3353,2809,544,5208,4231,977,3636,3044,592
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,8,Red,Middle,M1ssion,Hong Kong Attitude,Syndra,Taliyah,Kalista,Cho'gath,Braum,Janna,25.5333333333,1,3,0,5,12,1,0,0,0,0,1,0,0,3.0331,0.1174934726,0,0.5091383812,0,15.6788833333,2,0,0,0,0,0,0,0,0,0,1,,1,9.81965,1,1,9,0,1,21.5130833333,1,0,13147,514.8955613577,0.3153211493,0.239544977,10,0.3916449086,0.1176470588,3,0.1174934726,2,3, , ,12090,341.1039164491,9260,0.1616574263,240,24,10,13,10.3394255875,3893,2919,974,6099,4623,1476,5035,4180,855
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,9,Red,ADC,Unified,Hong Kong Attitude,Xayah,Taliyah,Kalista,Cho'gath,Braum,Janna,25.5333333333,1,5,1,5,12,1,0,0,0,0,0,0,0,3.0331,0.1958224543,0.0391644909,0.5091383812,0,15.6788833333,2,0,0,0,0,0,0,0,0,0,1,,1,9.81965,1,1,9,0,1,21.5130833333,1,0,10587,414.634464752,0.2539214275,0.2757124862,10,0.3916449086,0.1176470588,3,0.1174934726,2,2, , ,13405,392.6052219321,13100,0.4982121573,252,21,1,4,10.6919060052,4315,2826,1489,6461,4486,1975,3562,2762,800
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,10,Red,Support,Kaiwing,Hong Kong Attitude,Rakan,Taliyah,Kalista,Cho'gath,Braum,Janna,25.5333333333,1,1,0,8,12,1,0,0,0,0,0,0,0,3.0331,0.0391644909,0,0.5091383812,0,15.6788833333,2,0,0,0,0,0,0,0,0,0,1,,1,9.81965,1,1,9,0,1,21.5130833333,1,0,3543,138.7597911227,0.0849762556,0.1271644123,25,0.9791122715,0.2941176471,15,0.5874673629,8,8, , ,8004,181.0778067885,6050,-0.0196399345,17,2,0,0,0.7441253264,2913,2229,684,4322,3528,794,3234,2527,707
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,100,Blue,Team,Team,Rampage, ,Kassadin,Shen,Jayce,Rumble,Corki,25.5333333333,0,1,12,1,1,12, , , , ,0,0,1,3.0331,0.0391644909,0.4699738903,0.5091383812,0,15.6788833333,0,2,0,2,0,0,0,0,0,0,0,12.0219833333,0,9.81965,0,0,0,9,0,21.5130833333,0,1,17877,700.1436031332, , ,73,2.8590078329,1,28,1.0966057441,19,20,0.5185185185,0.2413793103,37207,795.2193211488,35720,-0.2201183432,646,101,67,0,29.2558746736,13963,17728,-3765,21814,27320,-5506,17035,20074,-3039
1002360372,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360372?gameHash=f56ee594a0bcc428&tab=overview,WC,2017-W,43003.052349537,1.3,2,7.18,200,Red,Team,Team,Hong Kong Attitude, ,Taliyah,Kalista,Cho'gath,Braum,Janna,25.5333333333,1,12,1,30,12,1, , , , ,1,1,0,3.0331,0.4699738903,0.0391644909,0.5091383812,1,15.6788833333,2,0,2,0,0,0,0,2,0,0,1,12.0219833333,1,9.81965,1,1,9,0,1,21.5130833333,1,0,41694,1632.9242819843, , ,85,3.3289817232,1,31,1.2140992167,21,22,0.8636363636,0.2352941176,53261,1423.9660574413,44555,0.2201183432,778,124,63,28,35.3263707572,17728,13963,3765,27320,21814,5506,20074,17035,3039
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,1,Blue,Top,sOAZ,Fnatic,Galio,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,24.8666666667,1,1,0,8,16,2,0,0,0,0,0,0,0,2.8089333333,0.0402144772,0.0402144772,0.7238605898,0,12.0319333333,2,0,0,0,0,0,0,0,0,0,1,,1,10.0251333333,1,1,10,0,1,21.2774166667,1,0,6741,271.0857908847,0.1594634873,0.1872964022,12,0.4825737265,0.15,0,0,2,2, , ,9904,265.6214477212,9250,0.1412037037,189,5,0,5,7.8016085791,3382,3269,113,5573,5078,495,4500,3913,587
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,2,Blue,Jungle,Broxah,Fnatic,Rek'Sai,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,24.8666666667,1,5,2,6,16,2,0,0,0,0,0,0,0,2.8089333333,0.2010723861,0,0.7238605898,1,12.0319333333,2,0,2,0,1,0,0,1,0,0,1,,1,10.0251333333,1,1,10,0,1,21.2774166667,1,0,7463,300.1206434316,0.176542947,0.1874381834,21,0.8445040214,0.2625,7,0.2815013405,3,4, , ,9909,265.8225201072,9175,0.3947797716,10,87,41,14,3.9008042895,3205,2842,363,5552,4171,1381,2687,2885,-198
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,3,Blue,Middle,Caps,Fnatic,Ryze,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,24.8666666667,1,6,0,6,16,2,1,1,0,0,0,0,0,2.8089333333,0.2412868633,0.0402144772,0.7238605898,0,12.0319333333,2,0,0,0,0,0,0,0,0,0,1,,1,10.0251333333,1,1,10,0,1,21.2774166667,1,0,11013,442.8820375335,0.2605208999,0.236891475,10,0.4021447721,0.125,5,0.2010723861,3,4, , ,11653,335.9565683646,10250,0.4011713031,184,12,9,3,7.8820375335,3820,3041,779,6069,4394,1675,5118,3411,1707
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,4,Blue,ADC,Rekkles,Fnatic,Xayah,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,24.8666666667,1,4,0,9,16,2,0,0,0,0,1,0,0,2.8089333333,0.1608579088,0,0.7238605898,0,12.0319333333,2,0,0,0,0,0,0,0,0,0,1,,1,10.0251333333,1,1,10,0,1,21.2774166667,1,0,12352,496.7292225201,0.2921959643,0.2553230343,8,0.3217158177,0.1,6,0.2412868633,1,1, , ,12303,362.0959785523,11225,0.3662714097,254,1,1,0,10.254691689,4240,2950,1290,6752,4602,2150,3433,2807,626
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,5,Blue,Support,Jesiz,Fnatic,Rakan,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,24.8666666667,1,0,0,14,16,2,0,0,0,0,0,1,0,2.8089333333,0,0,0.7238605898,0,12.0319333333,2,0,0,0,0,0,0,0,0,0,1,,1,10.0251333333,1,1,10,0,1,21.2774166667,1,0,4704,189.1689008043,0.1112767014,0.1330509051,29,1.1662198391,0.3625,5,0.2010723861,9,9, , ,7991,188.691152815,7075,0.3932346723,5,0,0,0,0.2010723861,2289,2057,232,3923,3030,893,3017,2492,525
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,6,Red,Top,MANTARRAYA,Kaos Latin Gamers,Shen,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,24.8666666667,0,1,2,0,2,16,0,0,0,0,0,0,0,2.8089333333,0.0402144772,0.0402144772,0.7238605898,0,12.0319333333,0,2,0,0,0,0,0,0,0,0,0,,0,10.0251333333,0,0,0,10,0,21.2774166667,0,1,2849,114.5710455764,0.1442896936,0.2540296829,13,0.5227882038,0.1397849462,1,0.0402144772,2,2, , ,8088,192.5919571046,8030,-0.1412037037,191,23,7,0,8.6058981233,3269,3382,-113,5078,5573,-495,3913,4500,-587
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,7,Red,Jungle,Tierwulf,Kaos Latin Gamers,Elise,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,24.8666666667,0,0,4,2,2,16,0,0,0,0,0,0,1,2.8089333333,0,0.2010723861,0.7238605898,0,12.0319333333,0,2,0,2,0,0,0,0,0,0,0,,0,10.0251333333,0,0,0,10,0,21.2774166667,0,1,3024,121.6085790885,0.1531526969,0.1710703033,31,1.2466487936,0.3333333333,7,0.2815013405,7,7, , ,6524,129.6965147453,6150,-0.3947797716,27,67,48,2,3.7801608579,2842,3205,-363,4171,5552,-1381,2885,2687,198
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,8,Red,Middle,Plugo,Kaos Latin Gamers,Cassiopeia,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,24.8666666667,0,1,4,0,2,16,0,0,0,0,0,0,0,2.8089333333,0.0402144772,0.2412868633,0.7238605898,0,12.0319333333,0,2,0,0,0,0,0,0,0,0,0,,0,10.0251333333,0,0,0,10,0,21.2774166667,0,1,5132,206.3806970509,0.2599139023,0.2178543013,14,0.563002681,0.1505376344,0,0,6,7, , ,7406,165.1656836461,6825,-0.4011713031,186,0,0,0,7.4798927614,3041,3820,-779,4394,6069,-1675,3411,5118,-1707
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,9,Red,ADC,Fix,Kaos Latin Gamers,Tristana,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,24.8666666667,0,0,2,1,2,16,0,0,0,0,0,0,0,2.8089333333,0,0.1608579088,0.7238605898,0,12.0319333333,0,2,0,0,0,0,0,0,0,0,0,,0,10.0251333333,0,0,0,10,0,21.2774166667,0,1,5970,240.0804289544,0.3023550266,0.2520670889,7,0.2815013405,0.0752688172,3,0.1206434316,0,0, , ,8051,191.1040214477,7750,-0.3662714097,214,2,1,0,8.6863270777,2950,4240,-1290,4602,6752,-2150,2807,3433,-626
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,10,Red,Support,Slow,Kaos Latin Gamers,Alistar,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,24.8666666667,0,0,4,1,2,16,0,0,0,0,0,0,0,2.8089333333,0,0,0.7238605898,0,12.0319333333,0,2,0,0,0,0,0,0,0,0,0,,0,10.0251333333,0,0,0,10,0,21.2774166667,0,1,2770,111.3941018767,0.1402886807,0.1049786236,28,1.1260053619,0.3010752688,7,0.2815013405,7,8, , ,5278,79.5892761394,4750,-0.3932346723,35,0,0,0,1.4075067024,2057,2289,-232,3030,3923,-893,2492,3017,-525
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,100,Blue,Team,Team,Fnatic, ,Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna,24.8666666667,1,16,2,43,16,2, , , , ,1,1,0,2.8089333333,0.6434316354,0.0804289544,0.7238605898,1,12.0319333333,2,0,2,0,1,0,0,1,0,0,1,13.5529833333,1,10.0251333333,1,1,10,0,1,21.2774166667,1,0,42273,1699.9865951743, , ,80,3.2171581769,1,23,0.9249329759,18,20,0.6538461538,0.0882352941,51760,1418.1876675603,46975,0.3347415507,642,105,51,22,30.0402144772,16936,14159,2777,27869,21275,6594,18755,15508,3247
1002360382,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360382?gameHash=fa16c4fc278a0174&tab=overview,WC,2017-W,43003.0881134259,1.3,3,7.18,200,Red,Team,Team,Kaos Latin Gamers, ,Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc,24.8666666667,0,2,16,4,2,16, , , , ,0,0,1,2.8089333333,0.0804289544,0.6434316354,0.7238605898,0,12.0319333333,0,2,0,2,0,0,0,0,0,0,0,13.5529833333,0,10.0251333333,0,0,0,10,0,21.2774166667,0,1,19745,794.0348525469, , ,93,3.7399463807,1,18,0.7238605898,22,24,0.4736842105,0.1475409836,35347,758.1474530831,33505,-0.3347415507,653,92,56,2,29.9597855228,14159,16936,-2777,21275,27869,-6594,15508,18755,-3247
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,1,Blue,Top,Riris,Hong Kong Attitude,Maokai,Taliyah,Cho'gath,Elise,Aurelion Sol,Trundle,50.1,0,2,5,7,12,17,0,0,0,0,0,0,0,11.69845,0.0399201597,0.0199600798,0.5788423154,0,17.1471833333,2,2,0,0,0,0,0,0,0,0,1,,1,15.7228833333,0,1,7,10,0,36.7365833333,0,2,19961,398.4231536926,0.195124097,0.1836810028,24,0.4790419162,0.149068323,10,0.1996007984,1,1, , ,17454,220.8894211577,18625,-0.0277961615,387,0,0,0,7.7245508982,3451,3280,171,5251,5025,226,4787,4552,235
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,2,Blue,Jungle,Godkwai,Hong Kong Attitude,Rek'Sai,Taliyah,Cho'gath,Elise,Aurelion Sol,Trundle,50.1,0,0,3,10,12,17,0,0,0,0,0,1,0,11.69845,0,0.0399201597,0.5788423154,1,17.1471833333,2,2,1,0,0,0,0,1,0,1,1,,1,15.7228833333,0,1,7,10,0,36.7365833333,0,2,7765,154.9900199601,0.0759049453,0.1435972169,44,0.878243513,0.2732919255,22,0.4391217565,13,14, , ,15039,172.6858283433,13925,-0.1293031066,50,136,86,10,3.7125748503,3048,3064,-16,4601,4498,103,3588,3424,164
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,3,Blue,Middle,M1ssion,Hong Kong Attitude,Corki,Taliyah,Cho'gath,Elise,Aurelion Sol,Trundle,50.1,0,5,5,5,12,17,1,0,0,0,1,0,0,11.69845,0.0998003992,0.0798403194,0.5788423154,0,17.1471833333,2,2,0,1,0,0,0,0,0,0,1,,1,15.7228833333,0,1,7,10,0,36.7365833333,0,2,28248,563.8323353293,0.2761317315,0.2280968252,22,0.4391217565,0.1366459627,19,0.379241517,4,5, , ,20130,274.3025948104,18208,-0.0132031207,430,24,16,6,9.0618762475,3480,3563,-83,5789,5284,505,5014,5167,-153
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,4,Blue,ADC,Unified,Hong Kong Attitude,Xayah,Taliyah,Cho'gath,Elise,Aurelion Sol,Trundle,50.1,0,4,3,6,12,17,0,0,0,0,0,0,0,11.69845,0.0798403194,0.1996007984,0.5788423154,0,17.1471833333,2,2,1,0,0,1,0,0,0,0,1,,1,15.7228833333,0,1,7,10,0,36.7365833333,0,2,44329,884.8103792415,0.433327794,0.2895420324,13,0.2594810379,0.0807453416,20,0.3992015968,3,3, , ,23832,348.1948103792,23575,0.0978865406,548,43,25,0,11.7964071856,3429,3170,259,5188,5102,86,3311,3191,120
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,5,Blue,Support,Kaiwing,Hong Kong Attitude,Janna,Taliyah,Cho'gath,Elise,Aurelion Sol,Trundle,50.1,0,1,1,10,12,17,0,0,0,0,0,0,0,11.69845,0.0199600798,0,0.5788423154,0,17.1471833333,2,2,0,0,0,0,0,0,0,0,1,,1,15.7228833333,0,1,7,10,0,36.7365833333,0,2,1996,39.8403193613,0.0195114322,0.1550829228,58,1.1576846307,0.3602484472,12,0.2395209581,14,14, , ,15731,186.4982035928,16200,0.2857142857,15,0,0,0,0.2994011976,2454,2089,365,3734,3087,647,2813,2920,-107
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,6,Red,Top,Thaldrin,Fenerbahce Esports,Galio,Jarvan IV,Kalista,Sejuani,Kassadin,Shen,50.1,1,1,3,14,17,12,0,0,0,0,0,0,0,11.69845,0.0199600798,0.0399201597,0.5788423154,0,17.1471833333,2,2,0,0,0,0,0,0,0,0,0,,0,15.7228833333,1,0,10,7,1,36.7365833333,2,0,18022,359.7205588822,0.1646370986,0.2020663466,25,0.499001996,0.1428571429,2,0.0399201597,2,2, , ,19765,267.0171656687,19150,0.0277961615,434,5,0,5,8.7624750499,3280,3451,-171,5025,5251,-226,4552,4787,-235
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,7,Red,Jungle,Crash,Fenerbahce Esports,Gragas,Jarvan IV,Kalista,Sejuani,Kassadin,Shen,50.1,1,2,2,12,17,12,0,0,0,0,0,0,0,11.69845,0.0399201597,0,0.5788423154,0,17.1471833333,2,2,0,1,0,0,0,0,1,0,0,,0,15.7228833333,1,0,10,7,1,36.7365833333,2,0,13341,266.2874251497,0.1218745718,0.1719925442,40,0.7984031936,0.2285714286,19,0.379241517,10,10, , ,17774,227.2766467066,15850,0.1293031066,85,152,90,18,4.7305389222,3064,3048,16,4498,4601,-103,3424,3588,-164
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,8,Red,Middle,Frozen,Fenerbahce Esports,Syndra,Jarvan IV,Kalista,Sejuani,Kassadin,Shen,50.1,1,4,3,9,17,12,0,0,0,0,0,0,1,11.69845,0.0798403194,0.0998003992,0.5788423154,0,17.1471833333,2,2,1,0,0,0,1,0,0,0,0,,0,15.7228833333,1,0,10,7,1,36.7365833333,2,0,31232,623.3932135729,0.2853149408,0.2292400134,21,0.4191616766,0.12,6,0.119760479,4,4, , ,21564,302.9253493014,18450,0.0132031207,440,33,17,12,9.4411177645,3563,3480,83,5284,5789,-505,5167,5014,153
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,9,Red,ADC,Padden,Fenerbahce Esports,Tristana,Jarvan IV,Kalista,Sejuani,Kassadin,Shen,50.1,1,10,1,6,17,12,3,1,0,0,0,0,0,11.69845,0.1996007984,0.0798403194,0.5788423154,0,17.1471833333,2,2,0,1,0,0,0,0,0,0,0,,0,15.7228833333,1,0,10,7,1,36.7365833333,2,0,42138,841.0778443114,0.3849449596,0.2754911349,16,0.3193612774,0.0914285714,18,0.3592814371,3,3, , ,24626,364.0431137725,21375,-0.0978865406,451,53,37,6,10.0598802395,3170,3429,-259,5102,5188,-86,3191,3311,-120
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,10,Red,Support,Japone,Fenerbahce Esports,Rakan,Jarvan IV,Kalista,Sejuani,Kassadin,Shen,50.1,1,0,3,13,17,12,0,0,0,0,0,0,0,11.69845,0,0.0199600798,0.5788423154,0,17.1471833333,2,2,0,0,0,0,0,0,0,0,0,,0,15.7228833333,1,0,10,7,1,36.7365833333,2,0,4732,94.4510978044,0.0432284292,0.1212099608,73,1.4570858283,0.4171428571,23,0.4590818363,20,20, , ,14412,160.1708582834,12150,-0.2857142857,28,3,0,1,0.618762475,2089,2454,-365,3087,3734,-647,2920,2813,107
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,100,Blue,Team,Team,Hong Kong Attitude, ,Taliyah,Cho'gath,Elise,Aurelion Sol,Trundle,50.1,0,12,17,38,12,17, , , , ,1,1,0,11.69845,0.2395209581,0.3393213573,0.5788423154,1,17.1471833333,2,2,2,1,0,1,0,1,0,1,1,19.2970833333,1,15.7228833333,0,1,7,10,0,36.7365833333,0,2,102299,2041.8962075848, , ,161,3.2135728543,1,83,1.6566866267,35,37,0.7307692308,0.3658536585,92186,1202.5708582834,90533,0.040088334,1430,203,127,16,32.5948103792,15862,15166,696,24563,22996,1567,19513,19254,259
1002360389,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1002360389?gameHash=673a1a710e25ca44&tab=overview,WC,2017-W,43003.1213310185,1.3,4,7.18,200,Red,Team,Team,Fenerbahce Esports, ,Jarvan IV,Kalista,Sejuani,Kassadin,Shen,50.1,1,17,12,54,17,12, , , , ,0,0,1,11.69845,0.3393213573,0.2395209581,0.5788423154,0,17.1471833333,2,2,1,2,0,0,1,0,1,0,0,19.2970833333,0,15.7228833333,1,0,10,7,1,36.7365833333,2,0,109465,2184.9301397206, , ,175,3.4930139721,1,68,1.3572854291,39,39,0.679245283,0.2962962963,98141,1321.4331337325,86975,-0.040088334,1438,246,144,42,33.6127744511,15166,15862,-696,22996,24563,-1567,19254,19513,-259
